year,month,route,stop_id,stop_name,total_boardings,latitude,longitude
2025,October,6,805906,S. Winooski Avenue at King Street,289,44.475317956005064,-73.21098945119671
2025,October,6,805907,Shelburne Road at Harbor Road,15,44.380805,-73.227544
2025,October,6,805908,Maple Street at Union Street,457,44.47377,-73.20912
2025,October,6,805911,Shelburne Road at Alfred Street,118,44.459642,-73.20808
2025,October,6,805912,Vermont Teddy Bear Factory,5,44.36152,-73.23055
2025,October,6,806011,Cherry Street at Opposite 3 Cathedral Square,1,44.479106,-73.217703
2025,October,6,806025,Shelburne Road at Bostwick Road,79,44.36995,-73.23162
2025,October,6,806028,Shelburne Road at Opposite Webster Road (Office Park),10,44.38795,-73.22467
2025,October,6,806041,5224 Shelburne Road,25,44.381457,-73.227305
2025,October,6,820638,Shelburne Road at Locust Street,94,44.463741453424014,-73.2078657103599
2025,October,7,2530430,Northgate,210,44.52018353173355,-73.26474424075396
2025,October,7,2562322,Downtown Transit Center,5377,44.479731,-73.214298
2025,October,7,2734696,Downtown BHS,1082,44.47913639404151,-73.21644467263202
2025,October,7,805607,Pearl Street at Elmwood Avenue,46,44.480451,-73.213722
2025,October,7,805610,North Street at Elmwood Avenue,200,44.48478,-73.21363
2025,October,7,805669,North Street at Opposite Murray Street,408,44.48468,-73.21585
2025,October,7,805670,North Street at N. Champlain Street,386,44.48464,-73.21755
2025,October,7,805671,North Street at Blodgett Street,259,44.48448,-73.22113
2025,October,7,805672,North Avenue at Strong Street,165,44.48555,-73.22318
2025,October,7,805673,North Avenue at Washington Street,166,44.48783,-73.22497
2025,October,7,805675,North Ave at Opposite Cambrian Rise,228,44.490374789966715,-73.22694498290925
2025,October,7,805676,North Avenue at Opposite Lakeview Cem.,66,44.49305,-73.22907
2025,October,7,805677,Opposite Burlington High School,47,44.49637,-73.23165
2025,October,7,805678,North Avenue at Beltline,23,44.50003,-73.23538
2025,October,7,805679,North Avenue at Saratoga Avenue,28,44.502521,-73.238743
2025,October,7,805680,North Avenue at Village Green,50,44.503302,-73.239826
2025,October,7,805681,North Avenue at Rite Aid,109,44.50468,-73.24163
2025,October,7,805682,Opposite Ethan Allen Shopping Center,558,44.50669307103158,-73.24436667857378
2025,October,7,805683,North Avenue at Poirier Place,208,44.508373,-73.2467
2025,October,7,805684,North Avenue at Heineberg Road,123,44.509442,-73.248161
